date,barangay,active_cases,disease,rainfall_mm,temperature_c,humidity_pct
2023-12-30,San Antonio,0,None,1.82,28.9,68.5
2023-12-30,San Jose,0,None,1.82,28.9,68.5
2023-12-30,Santa Cruz,0,None,1.82,28.9,68.5
2023-12-30,Tabunan,1,Typhoid Fever,1.82,28.9,68.5
2023-12-30,Taloc,0,None,1.82,28.9,68.5
2023-12-31,Abuanan,0,None,1.87,29.1,63.4
2023-12-31,Alianza,0,None,1.87,29.1,63.4
2023-12-31,Atipuluan,0,None,1.87,29.1,63.4
2023-12-31,Balingasag,0,None,1.87,29.1,63.4
2023-12-31,Binubuhan,0,None,1.87,29.1,63.4
2023-12-31,Busay,0,None,1.87,29.1,63.4
2023-12-31,Calumangan,0,None,1.87,29.1,63.4
2023-12-31,Caridad,0,None,1.87,29.1,63.4
2023-12-31,Dulao,1,Diarrheal Disease,1.87,29.1,63.4
2023-12-31,Ilijan,0,None,1.87,29.1,63.4
2023-12-31,Lag-asan,1,Diarrheal Disease,1.87,29.1,63.4
2023-12-31,Ma-ao,1,"Hand, Foot, and Mouth Disease",1.87,29.1,63.4
2023-12-31,Mailum,0,None,1.87,29.1,63.4
2023-12-31,Malingin,0,None,1.87,29.1,63.4
2023-12-31,Napoles,0,None,1.87,29.1,63.4
2023-12-31,Pacol,0,None,1.87,29.1,63.4
2023-12-31,Poblacion,0,None,1.87,29.1,63.4
2023-12-31,Sagasa,0,None,1.87,29.1,63.4
2023-12-31,Sampinit,0,None,1.87,29.1,63.4
2023-12-31,San Antonio,0,None,1.87,29.1,63.4
2023-12-31,San Jose,0,None,1.87,29.1,63.4
2023-12-31,Santa Cruz,0,None,1.87,29.1,63.4
2023-12-31,Tabunan,0,None,1.87,29.1,63.4
2023-12-31,Taloc,0,None,1.87,29.1,63.4
2024-01-01,Abuanan,0,None,4.86,28.5,67.6
2024-01-01,Alianza,0,None,4.86,28.5,67.6
2024-01-01,Atipuluan,0,None,4.86,28.5,67.6
2024-01-01,Balingasag,0,None,4.86,28.5,67.6
2024-01-01,Binubuhan,1,Anthrax,4.86,28.5,67.6
2024-01-01,Busay,0,None,4.86,28.5,67.6
2024-01-01,Calumangan,0,None,4.86,28.5,67.6
2024-01-01,Caridad,0,None,4.86,28.5,67.6
2024-01-01,Dulao,0,None,4.86,28.5,67.6
2024-01-01,Ilijan,0,None,4.86,28.5,67.6
2024-01-01,Lag-asan,0,None,4.86,28.5,67.6
2024-01-01,Ma-ao,0,None,4.86,28.5,67.6
2024-01-01,Mailum,0,None,4.86,28.5,67.6
2024-01-01,Malingin,0,None,4.86,28.5,67.6
2024-01-01,Napoles,1,Anthrax,4.86,28.5,67.6
2024-01-01,Pacol,0,None,4.86,28.5,67.6
2024-01-01,Poblacion,0,None,4.86,28.5,67.6
2024-01-01,Sagasa,0,None,4.86,28.5,67.6
2024-01-01,Sampinit,0,None,4.86,28.5,67.6
2024-01-01,San Antonio,0,None,4.86,28.5,67.6
2024-01-01,San Jose,0,None,4.86,28.5,67.6
2024-01-01,Santa Cruz,0,None,4.86,28.5,67.6
2024-01-01,Tabunan,0,None,4.86,28.5,67.6
2024-01-01,Taloc,0,None,4.86,28.5,67.6
2024-01-02,Abuanan,0,None,1.89,31.4,63.7
2024-01-02,Alianza,0,None,1.89,31.4,63.7
2024-01-02,Atipuluan,0,None,1.89,31.4,63.7
2024-01-02,Balingasag,0,None,1.89,31.4,63.7
2024-01-02,Binubuhan,0,None,1.89,31.4,63.7
2024-01-02,Busay,0,None,1.89,31.4,63.7
2024-01-02,Calumangan,0,None,1.89,31.4,63.7
2024-01-02,Caridad,1,Meningococcal Disease,1.89,31.4,63.7
2024-01-02,Dulao,0,None,1.89,31.4,63.7
2024-01-02,Ilijan,0,None,1.89,31.4,63.7
2024-01-02,Lag-asan,0,None,1.89,31.4,63.7
2024-01-02,Ma-ao,0,None,1.89,31.4,63.7
2024-01-02,Mailum,0,None,1.89,31.4,63.7
2024-01-02,Malingin,1,Meningococcal Disease,1.89,31.4,63.7
2024-01-02,Napoles,0,None,1.89,31.4,63.7
2024-01-02,Pacol,0,None,1.89,31.4,63.7
2024-01-02,Poblacion,0,None,1.89,31.4,63.7
2024-01-02,Sagasa,0,None,1.89,31.4,63.7
2024-01-02,Sampinit,0,None,1.89,31.4,63.7
2024-01-02,San Antonio,0,None,1.89,31.4,63.7
2024-01-02,San Jose,0,None,1.89,31.4,63.7
2024-01-02,Santa Cruz,1,"Hand, Foot, and Mouth Disease",1.89,31.4,63.7
2024-01-02,Tabunan,0,None,1.89,31.4,63.7
2024-01-02,Taloc,0,None,1.89,31.4,63.7
2024-01-03,Abuanan,0,None,0.87,26.6,68.6
2024-01-03,Alianza,0,None,0.87,26.6,68.6
2024-01-03,Atipuluan,0,None,0.87,26.6,68.6
2024-01-03,Balingasag,0,None,0.87,26.6,68.6
2024-01-03,Binubuhan,0,None,0.87,26.6,68.6
2024-01-03,Busay,0,None,0.87,26.6,68.6
2024-01-03,Calumangan,0,None,0.87,26.6,68.6
2024-01-03,Caridad,0,None,0.87,26.6,68.6
2024-01-03,Dulao,1,Anthrax,0.87,26.6,68.6
2024-01-03,Ilijan,0,None,0.87,26.6,68.6
2024-01-03,Lag-asan,0,None,0.87,26.6,68.6
2024-01-03,Ma-ao,0,None,0.87,26.6,68.6
2024-01-03,Mailum,0,None,0.87,26.6,68.6
2024-01-03,Malingin,0,None,0.87,26.6,68.6
2024-01-03,Napoles,0,None,0.87,26.6,68.6
2024-01-03,Pacol,0,None,0.87,26.6,68.6
2024-01-03,Poblacion,0,None,0.87,26.6,68.6
2024-01-03,Sagasa,0,None,0.87,26.6,68.6
2024-01-03,Sampinit,0,None,0.87,26.6,68.6
2024-01-03,San Antonio,0,None,0.87,26.6,68.6
2024-01-03,San Jose,0,None,0.87,26.6,68.6
2024-01-03,Santa Cruz,0,None,0.87,26.6,68.6
2024-01-03,Tabunan,0,None,0.87,26.6,68.6
2024-01-03,Taloc,0,None,0.87,26.6,68.6
2024-01-04,Abuanan,1,Leptospirosis,7.3,27.2,67.8
2024-01-04,Alianza,0,None,7.3,27.2,67.8
2024-01-04,Atipuluan,0,None,7.3,27.2,67.8
2024-01-04,Balingasag,0,None,7.3,27.2,67.8
2024-01-04,Binubuhan,0,None,7.3,27.2,67.8
2024-01-04,Busay,0,None,7.3,27.2,67.8
2024-01-04,Calumangan,0,None,7.3,27.2,67.8
2024-01-04,Caridad,0,None,7.3,27.2,67.8
2024-01-04,Dulao,0,None,7.3,27.2,67.8
2024-01-04,Ilijan,1,Leptospirosis,7.3,27.2,67.8
2024-01-04,Lag-asan,0,None,7.3,27.2,67.8
2024-01-04,Ma-ao,0,None,7.3,27.2,67.8
2024-01-04,Mailum,0,None,7.3,27.2,67.8
2024-01-04,Malingin,0,None,7.3,27.2,67.8
2024-01-04,Napoles,0,None,7.3,27.2,67.8
2024-01-04,Pacol,0,None,7.3,27.2,67.8
2024-01-04,Poblacion,0,None,7.3,27.2,67.8
2024-01-04,Sagasa,0,None,7.3,27.2,67.8
2024-01-04,Sampinit,0,None,7.3,27.2,67.8
2024-01-04,San Antonio,0,None,7.3,27.2,67.8
2024-01-04,San Jose,0,None,7.3,27.2,67.8
2024-01-04,Santa Cruz,0,None,7.3,27.2,67.8
2024-01-04,Tabunan,0,None,7.3,27.2,67.8
2024-01-04,Taloc,0,None,7.3,27.2,67.8
2024-01-05,Abuanan,0,None,1.01,29.4,62.8
2024-01-05,Alianza,0,None,1.01,29.4,62.8
2024-01-05,Atipuluan,0,None,1.01,29.4,62.8
2024-01-05,Balingasag,0,None,1.01,29.4,62.8
2024-01-05,Binubuhan,0,None,1.01,29.4,62.8
2024-01-05,Busay,0,None,1.01,29.4,62.8
2024-01-05,Calumangan,0,None,1.01,29.4,62.8
2024-01-05,Caridad,0,None,1.01,29.4,62.8
2024-01-05,Dulao,0,None,1.01,29.4,62.8
2024-01-05,Ilijan,0,None,1.01,29.4,62.8
2024-01-05,Lag-asan,0,None,1.01,29.4,62.8
2024-01-05,Ma-ao,0,None,1.01,29.4,62.8
2024-01-05,Mailum,0,None,1.01,29.4,62.8
2024-01-05,Malingin,0,None,1.01,29.4,62.8
2024-01-05,Napoles,0,None,1.01,29.4,62.8
2024-01-05,Pacol,0,None,1.01,29.4,62.8
2024-01-05,Poblacion,0,None,1.01,29.4,62.8
2024-01-05,Sagasa,0,None,1.01,29.4,62.8
2024-01-05,Sampinit,0,None,1.01,29.4,62.8
2024-01-05,San Antonio,1,Dengue Fever,1.01,29.4,62.8
2024-01-05,San Jose,0,None,1.01,29.4,62.8
2024-01-05,Santa Cruz,0,None,1.01,29.4,62.8
2024-01-05,Tabunan,0,None,1.01,29.4,62.8
2024-01-05,Taloc,0,None,1.01,29.4,62.8
2024-01-06,Abuanan,0,None,4.81,29.6,67.3
2024-01-06,Alianza,0,None,4.81,29.6,67.3
2024-01-06,Atipuluan,0,None,4.81,29.6,67.3
2024-01-06,Balingasag,1,"Hand, Foot, and Mouth Disease",4.81,29.6,67.3
2024-01-06,Binubuhan,0,None,4.81,29.6,67.3
2024-01-06,Busay,0,None,4.81,29.6,67.3
2024-01-06,Calumangan,0,None,4.81,29.6,67.3
2024-01-06,Caridad,0,None,4.81,29.6,67.3
2024-01-06,Dulao,0,None,4.81,29.6,67.3
2024-01-06,Ilijan,0,None,4.81,29.6,67.3
2024-01-06,Lag-asan,0,None,4.81,29.6,67.3
2024-01-06,Ma-ao,0,None,4.81,29.6,67.3
2024-01-06,Mailum,0,None,4.81,29.6,67.3
2024-01-06,Malingin,0,None,4.81,29.6,67.3
2024-01-06,Napoles,0,None,4.81,29.6,67.3
2024-01-06,Pacol,0,None,4.81,29.6,67.3
2024-01-06,Poblacion,0,None,4.81,29.6,67.3
2024-01-06,Sagasa,0,None,4.81,29.6,67.3
2024-01-06,Sampinit,0,None,4.81,29.6,67.3
2024-01-06,San Antonio,0,None,4.81,29.6,67.3
2024-01-06,San Jose,0,None,4.81,29.6,67.3
2024-01-06,Santa Cruz,0,None,4.81,29.6,67.3
2024-01-06,Tabunan,1,Leptospirosis,4.81,29.6,67.3
2024-01-06,Taloc,0,None,4.81,29.6,67.3
2024-01-07,Abuanan,0,None,4.04,29.9,70.1
2024-01-07,Alianza,0,None,4.04,29.9,70.1
2024-01-07,Atipuluan,0,None,4.04,29.9,70.1
2024-01-07,Balingasag,0,None,4.04,29.9,70.1
2024-01-07,Binubuhan,0,None,4.04,29.9,70.1
2024-01-07,Busay,1,"Hand, Foot, and Mouth Disease",4.04,29.9,70.1
2024-01-07,Calumangan,0,None,4.04,29.9,70.1
2024-01-07,Caridad,0,None,4.04,29.9,70.1
2024-01-07,Dulao,0,None,4.04,29.9,70.1
2024-01-07,Ilijan,0,None,4.04,29.9,70.1
2024-01-07,Lag-asan,0,None,4.04,29.9,70.1
2024-01-07,Ma-ao,0,None,4.04,29.9,70.1
2024-01-07,Mailum,1,Dengue Fever,4.04,29.9,70.1
2024-01-07,Malingin,0,None,4.04,29.9,70.1
2024-01-07,Napoles,0,None,4.04,29.9,70.1
2024-01-07,Pacol,0,None,4.04,29.9,70.1
2024-01-07,Poblacion,0,None,4.04,29.9,70.1
2024-01-07,Sagasa,0,None,4.04,29.9,70.1
2024-01-07,Sampinit,0,None,4.04,29.9,70.1
2024-01-07,San Antonio,0,None,4.04,29.9,70.1
2024-01-07,San Jose,0,None,4.04,29.9,70.1
2024-01-07,Santa Cruz,0,None,4.04,29.9,70.1
2024-01-07,Tabunan,0,None,4.04,29.9,70.1
2024-01-07,Taloc,0,None,4.04,29.9,70.1
2024-01-08,Abuanan,0,None,6.25,31.0,66.5
2024-01-08,Alianza,0,None,6.25,31.0,66.5
2024-01-08,Atipuluan,0,None,6.25,31.0,66.5
2024-01-08,Balingasag,0,None,6.25,31.0,66.5
2024-01-08,Binubuhan,0,None,6.25,31.0,66.5
2024-01-08,Busay,0,None,6.25,31.0,66.5
2024-01-08,Calumangan,0,None,6.25,31.0,66.5
2024-01-08,Caridad,0,None,6.25,31.0,66.5
2024-01-08,Dulao,0,None,6.25,31.0,66.5
2024-01-08,Ilijan,0,None,6.25,31.0,66.5
2024-01-08,Lag-asan,0,None,6.25,31.0,66.5
2024-01-08,Ma-ao,0,None,6.25,31.0,66.5
2024-01-08,Mailum,0,None,6.25,31.0,66.5
2024-01-08,Malingin,0,None,6.25,31.0,66.5
2024-01-08,Napoles,0,None,6.25,31.0,66.5
2024-01-08,Pacol,0,None,6.25,31.0,66.5
2024-01-08,Poblacion,1,Diarrheal Disease,6.25,31.0,66.5
2024-01-08,Sagasa,0,None,6.25,31.0,66.5
2024-01-08,Sampinit,0,None,6.25,31.0,66.5
2024-01-08,San Antonio,0,None,6.25,31.0,66.5
2024-01-08,San Jose,0,None,6.25,31.0,66.5
2024-01-08,Santa Cruz,1,Leptospirosis,6.25,31.0,66.5
2024-01-08,Tabunan,0,None,6.25,31.0,66.5
2024-01-08,Taloc,0,None,6.25,31.0,66.5
2024-01-09,Abuanan,0,None,7.04,28.0,65.8
2024-01-09,Alianza,0,None,7.04,28.0,65.8
2024-01-09,Atipuluan,0,None,7.04,28.0,65.8
2024-01-09,Balingasag,0,None,7.04,28.0,65.8
2024-01-09,Binubuhan,0,None,7.04,28.0,65.8
2024-01-09,Busay,0,None,7.04,28.0,65.8
2024-01-09,Calumangan,0,None,7.04,28.0,65.8
2024-01-09,Caridad,0,None,7.04,28.0,65.8
2024-01-09,Dulao,0,None,7.04,28.0,65.8
2024-01-09,Ilijan,0,None,7.04,28.0,65.8
2024-01-09,Lag-asan,1,Dengue Fever,7.04,28.0,65.8
2024-01-09,Ma-ao,0,None,7.04,28.0,65.8
2024-01-09,Mailum,0,None,7.04,28.0,65.8
2024-01-09,Malingin,0,None,7.04,28.0,65.8
2024-01-09,Napoles,0,None,7.04,28.0,65.8
2024-01-09,Pacol,0,None,7.04,28.0,65.8
2024-01-09,Poblacion,0,None,7.04,28.0,65.8
2024-01-09,Sagasa,0,None,7.04,28.0,65.8
2024-01-09,Sampinit,0,None,7.04,28.0,65.8
2024-01-09,San Antonio,0,None,7.04,28.0,65.8
2024-01-09,San Jose,0,None,7.04,28.0,65.8
2024-01-09,Santa Cruz,0,None,7.04,28.0,65.8
2024-01-09,Tabunan,1,Dengue Fever,7.04,28.0,65.8
2024-01-09,Taloc,0,None,7.04,28.0,65.8
2024-01-10,Abuanan,0,None,5.56,30.6,64.9
2024-01-10,Alianza,0,None,5.56,30.6,64.9
2024-01-10,Atipuluan,0,None,5.56,30.6,64.9
2024-01-10,Balingasag,0,None,5.56,30.6,64.9
2024-01-10,Binubuhan,0,None,5.56,30.6,64.9
2024-01-10,Busay,0,None,5.56,30.6,64.9
2024-01-10,Calumangan,0,None,5.56,30.6,64.9
2024-01-10,Caridad,0,None,5.56,30.6,64.9
2024-01-10,Dulao,0,None,5.56,30.6,64.9
2024-01-10,Ilijan,0,None,5.56,30.6,64.9
2024-01-10,Lag-asan,0,None,5.56,30.6,64.9
2024-01-10,Ma-ao,0,None,5.56,30.6,64.9
2024-01-10,Mailum,0,None,5.56,30.6,64.9
2024-01-10,Malingin,0,None,5.56,30.6,64.9
2024-01-10,Napoles,0,None,5.56,30.6,64.9
2024-01-10,Pacol,0,None,5.56,30.6,64.9
2024-01-10,Poblacion,0,None,5.56,30.6,64.9
2024-01-10,Sagasa,0,None,5.56,30.6,64.9
2024-01-10,Sampinit,0,None,5.56,30.6,64.9
2024-01-10,San Antonio,0,None,5.56,30.6,64.9
2024-01-10,San Jose,0,None,5.56,30.6,64.9
2024-01-10,Santa Cruz,0,None,5.56,30.6,64.9
2024-01-10,Tabunan,0,None,5.56,30.6,64.9
2024-01-10,Taloc,0,None,5.56,30.6,64.9
2024-01-11,Abuanan,0,None,5.7,27.6,62.4
2024-01-11,Alianza,0,None,5.7,27.6,62.4
2024-01-11,Atipuluan,0,None,5.7,27.6,62.4
2024-01-11,Balingasag,0,None,5.7,27.6,62.4
2024-01-11,Binubuhan,0,None,5.7,27.6,62.4
2024-01-11,Busay,0,None,5.7,27.6,62.4
2024-01-11,Calumangan,0,None,5.7,27.6,62.4
2024-01-11,Caridad,0,None,5.7,27.6,62.4
2024-01-11,Dulao,0,None,5.7,27.6,62.4
2024-01-11,Ilijan,0,None,5.7,27.6,62.4
2024-01-11,Lag-asan,0,None,5.7,27.6,62.4
2024-01-11,Ma-ao,0,None,5.7,27.6,62.4
2024-01-11,Mailum,0,None,5.7,27.6,62.4
2024-01-11,Malingin,0,None,5.7,27.6,62.4
2024-01-11,Napoles,0,None,5.7,27.6,62.4
2024-01-11,Pacol,0,None,5.7,27.6,62.4
2024-01-11,Poblacion,0,None,5.7,27.6,62.4
2024-01-11,Sagasa,0,None,5.7,27.6,62.4
2024-01-11,Sampinit,0,None,5.7,27.6,62.4
2024-01-11,San Antonio,0,None,5.7,27.6,62.4
2024-01-11,San Jose,0,None,5.7,27.6,62.4
2024-01-11,Santa Cruz,1,Anthrax,5.7,27.6,62.4
2024-01-11,Tabunan,0,None,5.7,27.6,62.4
2024-01-11,Taloc,0,None,5.7,27.6,62.4
2024-01-12,Abuanan,0,None,2.69,26.0,79.2
2024-01-12,Alianza,0,None,2.69,26.0,79.2
2024-01-12,Atipuluan,0,None,2.69,26.0,79.2
2024-01-12,Balingasag,0,None,2.69,26.0,79.2
2024-01-12,Binubuhan,0,None,2.69,26.0,79.2
2024-01-12,Busay,0,None,2.69,26.0,79.2
2024-01-12,Calumangan,0,None,2.69,26.0,79.2
2024-01-12,Caridad,0,None,2.69,26.0,79.2
2024-01-12,Dulao,0,None,2.69,26.0,79.2
2024-01-12,Ilijan,0,None,2.69,26.0,79.2
2024-01-12,Lag-asan,0,None,2.69,26.0,79.2
2024-01-12,Ma-ao,0,None,2.69,26.0,79.2
2024-01-12,Mailum,0,None,2.69,26.0,79.2
2024-01-12,Malingin,0,None,2.69,26.0,79.2
2024-01-12,Napoles,0,None,2.69,26.0,79.2
2024-01-12,Pacol,0,None,2.69,26.0,79.2
2024-01-12,Poblacion,0,None,2.69,26.0,79.2
2024-01-12,Sagasa,0,None,2.69,26.0,79.2
2024-01-12,Sampinit,0,None,2.69,26.0,79.2
2024-01-12,San Antonio,0,None,2.69,26.0,79.2
2024-01-12,San Jose,0,None,2.69,26.0,79.2
2024-01-12,Santa Cruz,0,None,2.69,26.0,79.2
2024-01-12,Tabunan,0,None,2.69,26.0,79.2
2024-01-12,Taloc,0,None,2.69,26.0,79.2
2024-01-13,Abuanan,0,None,7.53,29.1,79.9
2024-01-13,Alianza,0,None,7.53,29.1,79.9
2024-01-13,Atipuluan,0,None,7.53,29.1,79.9
2024-01-13,Balingasag,0,None,7.53,29.1,79.9
2024-01-13,Binubuhan,0,None,7.53,29.1,79.9
2024-01-13,Busay,0,None,7.53,29.1,79.9
2024-01-13,Calumangan,0,None,7.53,29.1,79.9
2024-01-13,Caridad,0,None,7.53,29.1,79.9
2024-01-13,Dulao,0,None,7.53,29.1,79.9
2024-01-13,Ilijan,0,None,7.53,29.1,79.9
2024-01-13,Lag-asan,0,None,7.53,29.1,79.9
2024-01-13,Ma-ao,0,None,7.53,29.1,79.9
2024-01-13,Mailum,0,None,7.53,29.1,79.9
2024-01-13,Malingin,0,None,7.53,29.1,79.9
2024-01-13,Napoles,0,None,7.53,29.1,79.9
2024-01-13,Pacol,0,None,7.53,29.1,79.9
2024-01-13,Poblacion,1,Leptospirosis,7.53,29.1,79.9
2024-01-13,Sagasa,0,None,7.53,29.1,79.9
2024-01-13,Sampinit,0,None,7.53,29.1,79.9
2024-01-13,San Antonio,0,None,7.53,29.1,79.9
2024-01-13,San Jose,0,None,7.53,29.1,79.9
2024-01-13,Santa Cruz,0,None,7.53,29.1,79.9
2024-01-13,Tabunan,0,None,7.53,29.1,79.9
2024-01-13,Taloc,0,None,7.53,29.1,79.9
2024-01-14,Abuanan,0,None,6.21,29.8,68.2
2024-01-14,Alianza,0,None,6.21,29.8,68.2
2024-01-14,Atipuluan,0,None,6.21,29.8,68.2
2024-01-14,Balingasag,0,None,6.21,29.8,68.2
2024-01-14,Binubuhan,0,None,6.21,29.8,68.2
2024-01-14,Busay,0,None,6.21,29.8,68.2
2024-01-14,Calumangan,0,None,6.21,29.8,68.2
2024-01-14,Caridad,0,None,6.21,29.8,68.2
2024-01-14,Dulao,0,None,6.21,29.8,68.2
2024-01-14,Ilijan,0,None,6.21,29.8,68.2
2024-01-14,Lag-asan,1,"Hand, Foot, and Mouth Disease",6.21,29.8,68.2
2024-01-14,Ma-ao,1,Typhoid Fever,6.21,29.8,68.2
2024-01-14,Mailum,0,None,6.21,29.8,68.2
2024-01-14,Malingin,0,None,6.21,29.8,68.2
2024-01-14,Napoles,0,None,6.21,29.8,68.2
2024-01-14,Pacol,0,None,6.21,29.8,68.2
2024-01-14,Poblacion,0,None,6.21,29.8,68.2
2024-01-14,Sagasa,0,None,6.21,29.8,68.2
2024-01-14,Sampinit,0,None,6.21,29.8,68.2
2024-01-14,San Antonio,0,None,6.21,29.8,68.2
2024-01-14,San Jose,0,None,6.21,29.8,68.2
2024-01-14,Santa Cruz,0,None,6.21,29.8,68.2
2024-01-14,Tabunan,0,None,6.21,29.8,68.2
2024-01-14,Taloc,0,None,6.21,29.8,68.2
2024-01-15,Abuanan,0,None,1.08,27.0,67.2
2024-01-15,Alianza,0,None,1.08,27.0,67.2
2024-01-15,Atipuluan,0,None,1.08,27.0,67.2
2024-01-15,Balingasag,1,Leptospirosis,1.08,27.0,67.2
2024-01-15,Binubuhan,0,None,1.08,27.0,67.2
2024-01-15,Busay,0,None,1.08,27.0,67.2
2024-01-15,Calumangan,0,None,1.08,27.0,67.2
2024-01-15,Caridad,0,None,1.08,27.0,67.2
2024-01-15,Dulao,0,None,1.08,27.0,67.2
2024-01-15,Ilijan,0,None,1.08,27.0,67.2
2024-01-15,Lag-asan,0,None,1.08,27.0,67.2
2024-01-15,Ma-ao,0,None,1.08,27.0,67.2
2024-01-15,Mailum,0,None,1.08,27.0,67.2
2024-01-15,Malingin,0,None,1.08,27.0,67.2
2024-01-15,Napoles,0,None,1.08,27.0,67.2
2024-01-15,Pacol,0,None,1.08,27.0,67.2
2024-01-15,Poblacion,0,None,1.08,27.0,67.2
2024-01-15,Sagasa,0,None,1.08,27.0,67.2
2024-01-15,Sampinit,0,None,1.08,27.0,67.2
2024-01-15,San Antonio,0,None,1.08,27.0,67.2
2024-01-15,San Jose,0,None,1.08,27.0,67.2
2024-01-15,Santa Cruz,0,None,1.08,27.0,67.2
2024-01-15,Tabunan,0,None,1.08,27.0,67.2
2024-01-15,Taloc,0,None,1.08,27.0,67.2
2024-01-16,Abuanan,1,Typhoid Fever,5.5,28.8,69.2
2024-01-16,Alianza,0,None,5.5,28.8,69.2
2024-01-16,Atipuluan,0,None,5.5,28.8,69.2
2024-01-16,Balingasag,0,None,5.5,28.8,69.2
2024-01-16,Binubuhan,0,None,5.5,28.8,69.2
2024-01-16,Busay,0,None,5.5,28.8,69.2
2024-01-16,Calumangan,1,Anthrax,5.5,28.8,69.2
2024-01-16,Caridad,0,None,5.5,28.8,69.2
2024-01-16,Dulao,0,None,5.5,28.8,69.2
2024-01-16,Ilijan,0,None,5.5,28.8,69.2
2024-01-16,Lag-asan,0,None,5.5,28.8,69.2
2024-01-16,Ma-ao,0,None,5.5,28.8,69.2
2024-01-16,Mailum,0,None,5.5,28.8,69.2
2024-01-16,Malingin,0,None,5.5,28.8,69.2
2024-01-16,Napoles,0,None,5.5,28.8,69.2
2024-01-16,Pacol,0,None,5.5,28.8,69.2
2024-01-16,Poblacion,0,None,5.5,28.8,69.2
2024-01-16,Sagasa,0,None,5.5,28.8,69.2
2024-01-16,Sampinit,0,None,5.5,28.8,69.2
2024-01-16,San Antonio,0,None,5.5,28.8,69.2
2024-01-16,San Jose,0,None,5.5,28.8,69.2
2024-01-16,Santa Cruz,0,None,5.5,28.8,69.2
2024-01-16,Tabunan,0,None,5.5,28.8,69.2
2024-01-16,Taloc,0,None,5.5,28.8,69.2
2024-01-17,Abuanan,0,None,1.78,30.5,68.7
2024-01-17,Alianza,0,None,1.78,30.5,68.7
2024-01-17,Atipuluan,1,Diarrheal Disease,1.78,30.5,68.7
2024-01-17,Balingasag,0,None,1.78,30.5,68.7
2024-01-17,Binubuhan,1,"Hand, Foot, and Mouth Disease",1.78,30.5,68.7
2024-01-17,Busay,0,None,1.78,30.5,68.7
2024-01-17,Calumangan,1,Diarrheal Disease,1.78,30.5,68.7
2024-01-17,Caridad,0,None,1.78,30.5,68.7
2024-01-17,Dulao,0,None,1.78,30.5,68.7
2024-01-17,Ilijan,0,None,1.78,30.5,68.7
2024-01-17,Lag-asan,0,None,1.78,30.5,68.7
2024-01-17,Ma-ao,1,Anthrax,1.78,30.5,68.7
2024-01-17,Mailum,0,None,1.78,30.5,68.7
2024-01-17,Malingin,1,Diarrheal Disease,1.78,30.5,68.7
2024-01-17,Napoles,0,None,1.78,30.5,68.7
2024-01-17,Pacol,0,None,1.78,30.5,68.7
2024-01-17,Poblacion,0,None,1.78,30.5,68.7
2024-01-17,Sagasa,0,None,1.78,30.5,68.7
2024-01-17,Sampinit,0,None,1.78,30.5,68.7
2024-01-17,San Antonio,0,None,1.78,30.5,68.7
2024-01-17,San Jose,0,None,1.78,30.5,68.7
2024-01-17,Santa Cruz,0,None,1.78,30.5,68.7
2024-01-17,Tabunan,0,None,1.78,30.5,68.7
2024-01-17,Taloc,0,None,1.78,30.5,68.7
2024-01-18,Abuanan,0,None,0.52,28.2,76.7
2024-01-18,Alianza,0,None,0.52,28.2,76.7
2024-01-18,Atipuluan,0,None,0.52,28.2,76.7
2024-01-18,Balingasag,0,None,0.52,28.2,76.7
2024-01-18,Binubuhan,0,None,0.52,28.2,76.7
2024-01-18,Busay,0,None,0.52,28.2,76.7
2024-01-18,Calumangan,0,None,0.52,28.2,76.7
2024-01-18,Caridad,0,None,0.52,28.2,76.7
2024-01-18,Dulao,0,None,0.52,28.2,76.7
2024-01-18,Ilijan,0,None,0.52,28.2,76.7
2024-01-18,Lag-asan,1,Anthrax,0.52,28.2,76.7
2024-01-18,Ma-ao,0,None,0.52,28.2,76.7
2024-01-18,Mailum,0,None,0.52,28.2,76.7
2024-01-18,Malingin,0,None,0.52,28.2,76.7
2024-01-18,Napoles,0,None,0.52,28.2,76.7
2024-01-18,Pacol,0,None,0.52,28.2,76.7
2024-01-18,Poblacion,1,Typhoid Fever,0.52,28.2,76.7
2024-01-18,Sagasa,0,None,0.52,28.2,76.7
2024-01-18,Sampinit,0,None,0.52,28.2,76.7
2024-01-18,San Antonio,0,None,0.52,28.2,76.7
2024-01-18,San Jose,0,None,0.52,28.2,76.7
2024-01-18,Santa Cruz,1,"Hand, Foot, and Mouth Disease",0.52,28.2,76.7
2024-01-18,Tabunan,0,None,0.52,28.2,76.7
2024-01-18,Taloc,0,None,0.52,28.2,76.7
2024-01-19,Abuanan,0,None,6.05,29.7,67.3
2024-01-19,Alianza,0,None,6.05,29.7,67.3
2024-01-19,Atipuluan,0,None,6.05,29.7,67.3
2024-01-19,Balingasag,0,None,6.05,29.7,67.3
2024-01-19,Binubuhan,0,None,6.05,29.7,67.3
2024-01-19,Busay,0,None,6.05,29.7,67.3
2024-01-19,Calumangan,0,None,6.05,29.7,67.3
2024-01-19,Caridad,0,None,6.05,29.7,67.3
2024-01-19,Dulao,0,None,6.05,29.7,67.3
2024-01-19,Ilijan,0,None,6.05,29.7,67.3
2024-01-19,Lag-asan,0,None,6.05,29.7,67.3
2024-01-19,Ma-ao,0,None,6.05,29.7,67.3
2024-01-19,Mailum,0,None,6.05,29.7,67.3
